Que lontre ce théorème des deux carrés de Fermat ,ils montrent qu’une somme impaire de deux carrés premiers entre eux est de la forme 12k + 5 ou 12k + 1
qu'est ce qui caractérise le téorème des deux carrés de Fermat ,des techniques inspirées de l’algèbre naissante et un point de vue euclidien
Le théorème de des deux carrés de Fermat se focalise sur quoi,une focalisation sur les nombres entiers et des preuves générales
Quelle est l'étude du théorème de dexu carrés de Fermat ,les problèmes diophantiens
Quelle est l'étude du théorème de dexu carrés de Fermat ,étude des triangles rectangles en nombres, ou triplets pythagoriciens
qui a étudier le théorème des deux carrés de Fermat ,Certains mathématiciens lecteurs de Diophante
Dans le domaine des impôts, comment fonctionne la flat tax ,système d’imposition à taux unique
Quelle décisions a été prise en faveur des dirigeants de petites entreprises et des indépendants ,baisse de la fiscalité
Jusqu'à quel plafond il a été possible de supprimer des différents avec l'administration fiscale ,500 000 euros
Quelle disposition le parti de la Ligue du Nord a défendu ,amnistie fiscale
En quelle année les dirigeants de l'Italie ont indiqués qu'ils allaient faire d'importantes dénationalisations ,2018
En quelle année la dette publique de la péninsule italienne atteignait 120 % de son produit intérieur brut ,2011
La dette publique des italiens en 1991 représente quelle part de leur PIB ,dépassait les 100 %
Quelle équipe gouvernante dispose d'une meilleure situation pour réformer ,gouvernement de Silvio Berlusconi
De quoi les syndicats ont peur ,une précarisation des conditions de travail des employés et un appauvrissement des futurs retraités
Pourquoi les réformes en Italie tardent à se mettre en place ,du fait de l'opposition des syndicats
Où se situaient les farfadets par rapport aux orages ,au-dessus
Quel phénomène a été retenu par erreur d'accidents inexpliqués ,farfadets
A qui fait-on référence lorsque l'on évoque un Phénomène lumineux transitoire,Ariel, un farfadet (esprit de l'Air) espiègle de La Tempête
Qui a écrit La Tempête ,Shakespeare
Qui a nommés ces phénomènes lumineux transitoires ,chercheurs de l'université de l'Alaska
Quel est le taux de demandeurs d'emploi en 2007 ,5,6 %
Quel est le pourcentage de demandeurs d'emploi par région en Italie ,nord (3 %) le centre (6 %) et le sud (15 %
Quelles régions d'Italie sont connues pour leur faible développement économique ,régions méridionales
Quelles sont les régions du nord de l’Italie qui ont un PIB comparable à celui de Londres ,Lombardie et l'Émilie-Romagne
Quel était le pourcentage de demandeurs d'emploi à la fin de 2017 ,10,8 %
Dans quel région d'Italie le réseau urbain est le plus dense ,Italie du Nord et centrale
Quel est la capitale économique de l'Italie ,Milan
Quelle est la densité de la population dans la plaine du Pô ,67 %
Quel type de nature compose les régions du sud de l'Italie ,montagnes et les régions très sèches
Quel est le critère le plus pertinent qui répartie les population d'un pays ,contraintes naturelles
A 1er janvier 2008, quelle nationalités a le plus contribué à l'augmentation de l'immigration en Italie ,Roumains
Avant l'an 2010, d'où sont originaires les citoyens européens vivant en Italie ,Roumanie, Ukraine, Albanie surtout
Quel pays, avec l'Espagne, est un lieu de passage pour les réseaux d'immigration clandestine ,Italie
Combien sont-ils aujourd'hui ,2,5 millions
Quel était le nombre de résidant étranger en Italie au début des années 2000 ,1,25 million
En quelle année le Cercle Foch a été créé ,1930
Qui était président du conseil lorsqu'il anime des manifestions catholiques dans son département ,Édouard Herriot
Quel âge avait-il lorsqu'il est fait prêtre ,22 ans
A quelle date il a été fait prêtre ,29 juin 1913
Le Cercle Foch a été fondé pour quel type de population ,jeunes gens catholiques
A qui appartenaient les copies du processus de destruction de ces documents ,lieutenant de police La Reynie et par la magistrature de la Chambre ardente
Quel était la profession de la personne chargée de brûler les documents ,valet
"Combien de ""gros paquets"" seront détruits par l'arrêt du conseil du roi dans l'affaire des poissons ",vingt-neuf
Dans quel statut le roi ordonne de mettre l'affaire des poissons ,éternel oubli
Quel est le nom de l'affaire qui fait l'objet de l'Arrêté du Conseil du roi daté du 13 juillet 1709 ,Affaire des Poisons
De quel composant gazeux contenu dans l'air la couleur provient ,diazote N2
L'atmosphère se comporte comme quel type d'appareil lumineux ,tube fluorescent
Au-dessus de quel type de nuage d'orage apparaissent ces lueurs ,cumulonimbus
D'où proviennent ces lueurs ,perturbations ionisantes
Quel phénomène lumineux peut être vu avant un phénomène lumineux transitoire ,halo rougeâtre
En quelle année les farfadets ont pu être mis en évidence pour la première fois à partir du sol ,1994
D'où les farfadets ont été vus pour la première fois  ,navette spatiale
Combien de temps dure un sylphe rouge ,de quelques millisecondes à quelques centaines de millisecondes
Combien de temps dure un sylphe rouge ,de quelques millisecondes à quelques centaines de millisecondes
Sous quel autre nom désignent-on les farfadets ,sylphes rouges
Où peut-on voir des farfadets ,mésosphère
Quel est le taux global d'occurrence par année des TLE ,plusieurs millions d’évènements
Qui à mis en évidence les éclairs de haute atmosphère ,chercheurs de l'université du Minnesota
Comment a été mis en évidence le premier éclair de haute atmosphère ,enregistrement vidéo
Quand a été mis en évidence le premier éclair de haute atmosphère ,6 juillet 1989
Qui a pressenti en premier l'existence des phénomènes lumineux transitoires ,C. T. R. Wilson
Qu'est-ce qu'un turboréacteur ,moteur est essentiellement utilisé sur les avions de type commercial ou militaire
De quoi la poussée générale résulte-telle,de l'accélération d'une certaine quantité d'air entre l'entrée (buse d'entrée d'air) et la sortie (tuyère d'éjection
À quoi sert le compresseur d'entrée ,injecter une quantité d'air suffisante en masse
À quoi sert le compresseur d'entrée ,accroissement de la pression à vitesse à peu près constante
Que produit la combustion du carburant ,Un important dégagement d'énergie
Quel est le carburant utilisé ,généralement du kérosène
"Qu'est-ce que ""écrire dans les yeux""",la clef des innovations et du succès populaire des Beatles
"Qu'est-ce que ""écrire dans les yeux""",approche collective comprenant des éléments de compétition, d'inspiration mutuelle, aussi bien que de totale collaboration et de fusion créative d'idées musicales
"Qu'est-ce que ""écrire dans les yeux""",approche collective comprenant des éléments de compétition, d'inspiration mutuelle, aussi bien que de totale collaboration et de fusion créative d'idées musicales
Quelle était l'intention principale des Beatles ,communiquer
Quelle était l'intention principale des Beatles ,communiquer
"Qu'est-ce que ""jouer sous le nez d'un autre""",approche collective comprenant des éléments de compétition, d'inspiration mutuelle
"Qu'est-ce que ""jouer sous le nez d'un autre""",approche collective comprenant des éléments de compétition, d'inspiration mutuelle, aussi bien que de totale collaboration et de fusion créative d'idées musicales
Quelle est la particularité des textes des chansons des Beatles ,la moitié des textes des chansons du duo comprend les mots you (toi) et/ou your (ton) dès la première ligne
Quelle est la particularité des textes des chansons des Beatles ,moitié des textes des chansons du duo comprend les mots you (toi) et/ou your (ton) dès la première ligne
Quelle est la volonté du duo Lennon/McCartney ,ne jamais se répéter, d'avancer, d'innover, d'explorer encore et toujours de nouveaux territoires musicaux
Quelle est la traduction de la new wave ,nouvelle vague
Quelle est la traduction de la new wave ,nouvelle vague
Après quel genre musical, est apparue la new wave ,punk rock
Quelles ont été les variations de la new wave ,nouveaux romantiques, l'electronic body music et le rock gothique
Quelles ont été les variations de la new wave ,electronic body music et le rock gothique
Quand est née la new wave ,fin des années 1970 au milieu des années 1980
Quand est née la new wave ,fin des années 1970
Quels éléments contient la new wave ,plusieurs styles de musiques pop/rock
Quels éléments contient la new wave ,musique électronique/expérimentale, disco et pop
Quand les prix ont-ils augmentés ,2008
Quand les prix ont-ils augmentés ,en 2008
Quand les prix ont-ils augmentés ,2008
Combien de critères font que les besoins alimentaires augmentent ,Deux facteurs
Quel produit concurrence le pétrole ,biocarburants
Quel président de la république a donné son avis sur les montées de prix ,Nicolas Sarkozy
La valeur du pétrole a-t-elle monté ,augmentation des prix
Combien d'universités portent le nom d'université Wesleyenne ,vingt
Quel est le classement de l'université Wesleyenne ,9e
Qui est John Wesley ,le fondateur du méthodisme
Quand a été fondée l'université Wesleyenne du Connecticut ,1831
Quand a été fondée l'université Wesleyenne du Connecticut ,1831
Où se trouve la première université Wesleyenne ,Middletown
a quelle date Louis XVI renvoie-t-il ces ministres girondins,12 juin
a quelle date Louis XVI renvoie-t-il ces ministres girondins,Le 12 juin
"pourquoi Louis XVI est-il surnommé ""Monsieur Veto""",Louis XVI renvoie ses ministres girondins et, le 13, met son veto aux décrets sur les réfractaires et sur les fédérés
"pourquoi Louis XVI est-il surnommé ""Monsieur Veto""",le 13, met son veto aux décrets sur les réfractaires et sur les fédérés
que provoque cette situation,provoque le 20 juin 1792 une nouvelle journée révolutionnaire qui voit le peuple investir les Tuileries
le roi accepte-t-il de revenir sur sa decision,refuse de revenir sur sa décision
le roi accepte-il de porter le bonnet phrygien,acceptant l'humiliation de porter le bonnet phrygien devant les sans-culottes
pourquoi dit-on que les Anciens mêlaient les,pour donner plus de majesté à leur ville
les récits sur la fondation de Rome sont ils véridiques,leur agrément doit plus à l'imagination des poètes qu'au sérieux de l'information
doit-on accorder de l'importance à ces récits,je ne leur accorderai pas beaucoup d'importance
sur quels aspects doit-on plutôt se concentrer,sur le climat social et moral, sur les individus, sur les moyens civils et militaires
sur quels aspects doit-on plutôt se concentrer,sur le climat social et moral, sur les individus, sur les moyens civils et militaires
sur quoi se fonde la puissance romaine,sur le climat social et moral, sur les individus, sur les moyens civils et militaires
qui sont les vrais fondateurs du Maroc,les Almoravides
de quelles villes les almoravides s emparent ils,Aoudaghost, d'Awlil et de Sijilmassa
traditionnellement à qui attribue t on la fondation du Maroc,aux Idrissides
de quelles région les almoravides sont ils l unité ,Maghreb et d'al-Andalus
de quelles région les almoravides sont ils l unité ,d'une grande partie du Maghreb et d'al-Andalus
en quoi les almoravides ont ils transformé la base tribale,en un pouvoir théocratique
pourquoi la biographie de lara croft a t elle été changée ,pour l'adapter au jeu
de quoi parle tomb raider legend ,la quête de Lara Croft pour Excalibur et sa mère
de quoi parle tomb raider underworld ,recherche de Lara Croft : des informations sur la disparition de sa mère
quand la série tomb raider a t elle été remise à zéro,2006
qu est ce que tomb raider anniversary,un remake de 2007 du premier jeu de la série
qu est ce que tomb raider anniversary,un remake de 2007 du premier jeu de la série
qui s est occupé de lara croft après la disparition de ses parents ,capitaine Conrad Roth
qui s est occupé de lara croft après la disparition de ses parents ,capitaine Conrad Roth
qui s est occupé de lara croft après la disparition de ses parents ,Conrad Roth
quand la biographie de lara croft a t elle été changée ,2013
où étudie lara croft ,University College
qui est la meilleure amie de lara croft ,Samantha Nishimura
comment lara croft a t elle payé ses études ,en travaillant
Combien de nations constitutives au Royaume-Uni.,quatre
Reunions couronnes écossaise et anglaise.,Les couronnes écossaises et anglaises furent réunies en 1603
Année de l'Acte dUnion,1707
Année de l'Acte dUnion,1707
Année de l'Acte dUnion,1707
L'Ecosse a t elle une constitution écrite unique ,ne possède pas une constitution écrite unique
Quelle année  Irlannde intègre Royaume-Uni ,1801
qu'est-ce que la loi Bachelot ,la garantie des catastrophes technologiques
qu'est-ce que la loi Bachelot ,état de « catastrophe technologique » et donnent droit à une indemnisation collective sans que chaque victime ait à faire les démarches individuellement
qu'est-ce que la loi Bachelot ,garantie des catastrophes technologiques
quelle est ladate de la loi Bachelot ,30 juillet 2003
quelle est ladate de la loi Bachelot ,30 juillet 2003
quelle est ladate de la loi Bachelot ,30 juillet 2003
quelle est l'origine de la loi Bachelot ,bilan humain et matériel et l'émotion soulevée par l'explosion
a quoi donne droit l'état de catastrophe technologique ,indemnisation collective sans que chaque victime ait à faire les démarches individuellement
a partir de combien de logements inhabitables l'arrêté est il publie ,plus de cinq cents logements
quelle est la peine encourue par Sylvius ,doit lui révéler l'endroit où est caché le diamant
quelle est la peine encourue par Sylvius ,une vingtaine d'années de prison
quelle est la peine encourue par Sylvius ,vingtaine d'années de prison
avec quelle arme Sylvius veut-il tuer Holmes ,sa canne
comment s'appelle le siège de la police londonienne ,Scotland Yard
comment s'appelle le siège de la police londonienne ,Scotland Yard
où apparaît Holmes  ,sur le seuil de la porte
où apparaît Holmes  ,seuil de la porte
où entre Sylvius ,dans la pièce principale du 221B
où entre Sylvius ,pièce principale du 221B
qui se présente chez Holmes ,Sylvius
qui se présente chez Holmes ,Sylvius
qui se présente chez Holmes ,Sylvius
qui est le voleur ,comte Negretto Sylvius
le voleur a t il un complice ,Sam Merton
Holmes a t il trouvé la cachette du diamant ,n'est pas parvenu à savoir où le diamant était caché
qui est dans la rue ,Sam Merton
qui est dans la rue ,Sam Merton
où va le docteur Watson ,rendre visite à son ami Sherlock Holmes
où va le docteur Watson ,221B Baker Street
où va le docteur Watson ,221B Baker Street
qui est Billy ,nouveau domestique
à  qui appartient le diamant ,Lord Cantlemere
à  qui appartient le diamant ,Lord Cantlemere
quel est le métier de Holmes ,docteur
quel est le métier de Holmes ,détective
que fait Holmes quand Watson arrive ,dort
qui est l'entraineur de Michael Phelps,Bob Bowman
qui est l'entraineur de Michael Phelps,Bob Bowman
qui est président du comité olympique australien,John Coates
dans quel discipline sportive Dawn Fraser s'illustre-t-elle,natation
qui est Ian Thorpe,le « plus grand nageur de demi-fond de l'histoire et l'un des plus grands nageurs de relais qu'il ait vu
qui est Ian Thorpe,un des plus grands nageurs de relais qu'il ait vu
quel est la nationalité de Ian Thorpe,Australien
quel est la nationalité de Ian Thorpe,Australien
qui est à l'origine de la théorie de l'attachement,John Bowlby
qui est à l'origine de la théorie de l'attachement,John Bowlby
quand a été introduit la théorie de l'attachement,années 1960
quand a été introduit la théorie de l'attachement,dans les années 1960
quelle théorie fait un lien entre la depression chez l'adulte et une enfance sans amour des parents,La théorie de l'attachement
qu'est ce que la triade de Beck,Des représentations internes cognitives d'un enfant mal-aimé et des figures d'attachement impossibles à aimer ou indignes de confiance
qu'est ce que la triade de Beck,Des représentations internes cognitives d'un enfant mal-aimé et des figures d'attachement impossibles à aimer ou indignes de confiance
la théorie de l'attachement a-t-elle été démontré,les recherches ne peuvent pas conclure
Comment évolue la musique à la fin de la variante de Rimsky-Korsakov et Ravel ,la musique se calme
Quelle différence Rimsky-Korsakov et Ravel apportent-ils concernant l'oeuvre ,le commencent calmement afin d'imiter l'effet d'un attelage qui s'approche et c'est seulement au point culminant que la pleine force est atteinte
Dans l'oeuvre de Moussorgski, comment le mouvement commence-t-il ,fortissimo
Comment faut-il jouer les accords dans l'édition de V. Gorovitz pour donner une impression de grincements de roues ,arpégés
Quelle expression utilise l'auteur de Moussorgski pour décrire le mouvement ,en plein dans le front
À quel moment l'olivier émet-il des rejets ,Lorsque l'ortet initial vieillit
Que peut-on obtenir par marcottage naturel ,une plante identique à la plante mère
À quel moment les ramets se détachent-ils ,lors de la disparition de la souche initiale avec le temps
À quel endroit l'olivier emet-il des rejets ,sur le pourtour de sa souche
Qu'est-ce qu'un stolon ,rameaux dont le bourgeon terminal s'enracine au contact d'un substrat favorable
Citez deux clubs n'ayant pas gagné la Ligue des champions,Arsenal et Leeds United
Citez deux clubs n'ayant pas gagné la Ligue des champions,Arsenal et Leeds United
Quels clubs ont pu gagner la Ligue des champions ,Chelsea, Liverpool, Manchester United, Nottingham Forest et Aston Villa
Quelle compétition rapporte le plus d'argent ,Premier League
A quelle date le premier club de football a-t-il été créé ,1857
D'où est issu le football selon la FIFA ,Angleterre
Qu'est-ce que des plasmides ,petites molécules d'ADN cycliques
Qu'est-ce que des plasmides ,petites molécules d'ADN cycliques
"Que fournit l'inidividu de départ pour être cloné (la réponse attendue n'étant pas ""ADN"") ",vecteur
"Que fournit l'inidividu de départ pour être cloné (la réponse attendue n'étant pas ""ADN"") ",son génome
Quels types de vecteurs peuvent servir d'hôte pour le clônage de fragments d'ADN ,une molécule d'ADN « porteuse
Quels types de vecteurs peuvent servir d'hôte pour le clônage de fragments d'ADN ,les virus ou les plasmides
Quel est l'issue d'un clônage ,obtention d'un être vivant génétiquement identique à l'original
Quel type de clônage realise-t-on si celui-ci ne porte que sur un fragment d'ADN ,clonage partiel
Quel type de clônage realise-t-on si celui-ci ne porte que sur un fragment d'ADN ,un clonage partiel
Qui se retrouve victorieux contre Manuel Comnène, et à quelle date ,les Turcs en 1176
Face à sa defaite, que doit céder Manuel Comnène ,Anatolie centrale et orientale
Citez un nom d'empereur présent dans ce texte.,Théodore Lascaris
Identifiez dans le texte une bataille dont les Turcs sortiront victorieux.,Myrioképhalon
Quelle cité grecque accepte de reconnaitre l'influence d'un empereur byzantin ,Éphèse
Quelle cité grecque accepte de reconnaitre l'influence d'un empereur byzantin ,Éphèse
Quelle cité grecque accepte de reconnaitre l'influence d'un empereur byzantin ,Éphèse
Si un joueur tente de marquer, qu'essaie-t-il d'amener dans le camp adverse ,ballon
Donnez une raison pour laquelle le rugby foulard peut compoter moins de risque de blessure qu'un autre sport, comme le rugby traditionnel.,sans contact
Pourquoi le Tag rubgy n'est-il pas un jeu individuel ,est un sport d’équipe
Comment les adversaires d'un porteur de ballon peuvent-ils l'arrêter ,arracher un des rubans
Comment les adversaires d'un porteur de ballon peuvent-ils l'arrêter ,arracher un des rubans au porteur du ballon
Où se trouvent les rubans d'un joueur ,attachés à une ceinture ou directement à son short
Combien de phénomènes peuvent-être associés à du clônage ,deux processus
Combien de phénomènes peuvent-être associés à du clônage ,deux processus
Citez un exemple de multiplication cellulaire assexuée.,le bouturage
Citez un exemple de multiplication cellulaire assexuée.,bouturage
Citez un exemple de multiplication cellulaire assexuée.,le bouturage
Que partage l'individu de départ avec ses clônes ,génome
Que partage l'individu de départ avec ses clônes ,même génome
Qu'est-ce qui est dupliqué au cours d'un clônage ,ADN
Citez un champ scientifique dans lequel le clônage est étudié.,biologie
Qui a fabriqué les premières planches en cette matière ,Larry Stevenson
Qui a fabriqué les premières planches en cette matière ,Larry Stevenson
En quelle année les premières planches de cette matière ont été fabriquées ,1973
Quel métier exerçait le fabricant des premières planches en plastique ,garde-côte
Quelle est la première entreprise qui a fabriqué les planches en cette matière ,Makaha
Quelle était la première planche du créateur du Penny ,un petit cruiser en plastique
En quelle matière sont faites les planches ,plastique
De quel pays la marque est-elle issue ,Australie
En quelle année la marque est-elle créée ,2010
La marque est-elle appréciée ,popularité de la marque
Qui a créé la marque ,Ben Mackay
Qui a créé la marque ,Ben Mackay
Quel est le second objectif de ce pilier ,éviter aussi l'unipolarisation des responsabilités
En quelle année l'idée du pilier a-t-elle fait consensus ,1994
En quel mois l'idée du pilier a-t-elle fait consensus ,janvier
En quel mois l'idée du pilier a-t-elle fait consensus ,janvier
Qui a autorisé le pilier ,Conseil de l'OTAN
Qu'a fait le conseil après la mise en place du pilier ,engagé ensuite des négociations entre ses membres
Dmitri prévoyait de faire quoi,Dmitri Chostakovitch prévoyait de faire créer la symphonie par le Philharmonique de Léningrad
La première mondiale de la Septième symphonie se déroule où,Kouïbychev
La première mondiale de la Septième symphonie se déroule avec qui,Orchestre du Théâtre Bolchoï
Combien de musiciens entre les musiciens meurent à cause de la faim,Trois
Trois musiciens meurent avant quoi,la répétition générale
Trois musiciens meurent avant quoi,la répétition générale
Où est installé le premier réseau de froid suédois,Västerås
Où est installé le premier réseau de froid suédois,Västerås
Où est installé le premier réseau de froid suédois,Västerås
Quand est installé le premier froid suédois,1992
Où est installé le réseau similaire que le premier réseau de froid suédois 3 ans plus tard,Stockholm
Le principe du réseau de froid est similaire que quoi,réseau de chaleur
Une centrale fait quoi,produit de l'eau froide
Une centrale fait quoi,produit de l'eau froide
Une centrale fait quoi,produit de l'eau froide
Pourquoi la Porsche a-elle dû arrêter la course ,problème de boîte de vitesses
Pourquoi la Porsche a-elle dû arrêter la course ,problème de boîte de vitesses
Pourquoi la Porsche a-elle dû arrêter la course ,pour cause de problème de boîte de vitesses
Qui est le conducteur de la voiture gagnante ,Kamui Kobayashi
Quelle marque n'a pas brillé dans cette course ,Porsche
Quelle marque n'a pas brillé dans cette course ,Porsche
Quel est le nom de la course ,la feuille des temps
Quel est le modèle de Toyota qui s'est placé en première place ,TS050
Quel est le modèle de Toyota qui s'est placé en première place ,Toyota TS050 Hybrid
Quels sont les thèmes philosophiques citées dans les Pensées ,infini et néant, foi et raison, âme et matière, mort et vie, sens et vanité
Quels sont les thèmes philosophiques citées dans les Pensées ,infini et néant, foi et raison, âme et matière, mort et vie, sens et vanité
Que donne l'assemblement de toutes les idées philosophiques ,le pari de Pascal
Que donne l'assemblement de toutes les idées philosophiques ,le pari de Pascal
Comment sont vues les Pensées de Pascal ,une des pièces maîtresses et une étape de la littérature française
Qu'a dit Sainte-Beuve sur les Pensées ,les plus fines de la langue française
Que cherchait Pascal à montrer avec les Pensées ,aucune conclusion définitive sans l’appui de l’humilité et de la grâce
Que cherchait Pascal à montrer avec les Pensées ,plusieurs paradoxes philosophiques
Quand a été imprimé pour la première fois les notes de Pascal ,en 1670
Sur quoi sont les premières notes de Pascal ,sur la religion et sur quelques autres sujets
Quand les notes ont-elles été complètement publiées ,le XIXe siècle
Qui a édité la version complète des notes de Pascal ,le philosophe Victor Cousin
D'où viennent les proffesseurs M. Dordain et R. Dailly ,de la Faculté de Médecine de Rouen
Pascal a été atteint de quel type de maladie ,d’une maladie génétique
Quand les travaux de MM ont-ils été développés ,dans les années 1970
Quand les travaux de MM ont-ils été développés ,dans les années 1970
Quel est le cadre de la maladie de Pascal ,dystrophies angioplasiques congénitales
Quel est le cadre de la maladie de Pascal ,cadre des dystrophies angioplasiques congénitales
Qui sont les médecins ayant établi un diagnostic pour Pascal ,M. Dordain et R. Dailly
Qui sont les médecins ayant établi un diagnostic pour Pascal ,MM. Augeix, Chedecal, Crussaire et Nautiacq
Comment l'Australie a-t-elle réchappé de la crise ,bonnes politiques macroéconomiques
La crise a-t-elle affecté l'économie de l'Australie ,ralenti lors de la crise
Pendant combien de temps l'Australie a-t-elle connu un fort développement économique ,vingt-cinq années
Quel pays a aidé l'Australie ,Chine
Quel était l'événement majeur de 2008 ,crise économique
Que signifie Cnap ,Centre national des arts plastiques
Que signifie Cnap ,Centre national des arts plastiques
Quels sont les objectifs du Cnap ,soutenir et de promouvoir la création contemporaine dans tous les domaines des arts visuels
Quels sont les objectifs du Cnap ,promouvoir la création contemporaine dans tous les domaines des arts visuels
Quels sont les objectifs du Cnap ,soutenir et de promouvoir la création contemporaine
Qu'est le Cnap ,institution culturelle française
De quoi dépend de Cnap ,ministère de la Culture
Quelles formes d'art aide le Cnap ,peinture, sculpture, photographie, installation, vidéos, design, design graphique, etc
Avec quoi se défend Shingen face à Kenshin ,tessen
Pourquoi l'armée de Kenshin a pu pénétrer si facilement les défenses de l'armée de Shingen ,n’est pas organisée en défense
Pourquoi l'armée de Kenshin a pu pénétrer si facilement les défenses de l'armée de Shingen ,pas organisée en défense
En faveur de qui est la bataille ,Kenshin
Qu'est-ce qu'un tessen ,éventail de guerre
Qu'est-ce qu'un tessen ,éventail de guerre
Qui est général de Shingen ,Kansuke Yamamoto
Qui est général de Shingen ,Kansuke Yamamoto
Qui joue John winchester ,Jeffrey Dean Morgan et par Matthew Cohen (jeune
Combien de fois voit-on John ,peu de fois
Pourquoi Jeffrey Dean Morgan n’est pas beaucoup présent ,emploi du temps très chargé
Pourquoi Jeffrey Dean Morgan n’est pas beaucoup présent ,emploi du temps très chargé
Pourquoi Jeffrey Dean Morgan n’est pas beaucoup présent ,L'emploi du temps très chargé
Est-ce que Dean Morgan plaît ,Les fans et les critiques ont salué l'interprétation de Morgan
Est-ce que Dean Morgan plaît ,Les fans et les critiques ont salué l'interprétation de Morgan
Est-ce que c’est tiré de la vraie vie ,surnaturelle
Qui joue dans Supernatural ,John Winchester
Qui joue dans Supernatural ,John Winchester
Qui est John Winchester dans Supernatural ,père des deux principaux protagonistes de la série, Dean et Sam Winchester
Qui est John Winchester dans Supernatural ,le père des deux principaux protagonistes de la série, Dean et Sam Winchester
Qui a tué Mary ,une créature surnaturelle
Qui a tué Mary ,une créature surnaturelle
Quel était l’ancien métier de John Winchester ,Marine
Quel était l’ancien métier de John Winchester ,ex-Marine
Dans quel pays voyage John Winchester ,États-Unis
Dans quel pays voyage John Winchester ,États-Unis
Qu’est-ce que la coriandre ,La plante est hétérophylle et les feuilles sont alternes
Comment reconnaître la coriandre ,Les feuilles inférieures sont pennatiséquées, à segments ovales en coin, incisés-dentés, les feuilles supérieures sont bi-tripennatiséquées, à lanières fines, linéaires-aiguës
Comment reconnaître la coriandre ,les feuilles supérieures sont bi-tripennatiséquées, à lanières fines, linéaires-aiguës
Quand les feuilles fânent-elles ,Les feuilles inférieures commencent à faner avant que les fruits n'arrivent à maturité
Où se trouvent les feuilles de la coriandre ,Plus nombreuses à proximité des racines (souvent regroupées en rosette
Comment sont les lanières de la coriandre ,fines, linéaires-aiguës
"Quelle période est appelée ""siècles obscurs"" pour la Grèce",l'époque qui va du XIIe siècle av. J.-C. au VIIIe siècle av. J.-C
"Quelle période est appelée ""siècles obscurs"" pour la Grèce",XIIe siècle av. J.-C. au VIIIe siècle av. J.-C
Qu'est-ce qui a causé la fin de la civilisation mycénienne,Les invasions
Quand se termine la période submycénienne,vers 1015
Quand Athènes devient-elle un foyer culturel,vers 875
Quand Athènes devient-elle un foyer culturel,vers 875
"Quel est l'autre nom de la période appelée ""siècles obscurs"" en Grèce",Moyen Âge grec
"Quel est l'autre nom de la période appelée ""siècles obscurs"" en Grèce",Moyen Âge grec
Où se trouve le siège de la maison Stark,Winterfell
Qui a aidé Bran le Bâtisseur à construire Winterfell,enfants de la forêt
Quelle est la devise de la maison Stark,L'hiver vient » (« Winter is Coming
À qui s'est rendu le roi Torrhen,Aegon le Conquérant
Qui est l'ancêtre des Stark,Bran le Bâtisseur
Quelle fonction avait Ubay ibn Ka'b auprès de Mahomet,secrétaire de Mahomet
Quelle fonction avait Ubay ibn Ka'b auprès de Mahomet,secrétaire
Quelle fonction avait Ubay ibn Ka'b auprès de Mahomet,secrétaire
Qui a transmis le texte du verset de la lapidation ,Ubay ibn Ka’b
Qui aurait  mangé ce verset d'après un hadith de Muslim,une chèvre
De quoi Mahomet discutait-il avec Ubay ibn Ka'b ,la mise du Coran par écrit
Qui a rejeté la version du verset de la lapidation écrite par Ubay ibn Ka'b ,le pouvoir califal
Quel pays émet le plus de gaz à effet de serre dans le monde,Chine
Quels sont les causes de l'augmentation de la consommation énergétique en Chine, pendant les années 90 et 2000,croissance rapide et axée sur l'industrie
Quelle part a le charbon dans la consommation énergétique chinoise ,70 %
Combien de kilos équivalents pétrole sont nécessaires aux Etats-Unis pour produire un dollar de PIB ,7,4 kg
Combien de kilos équivalents pétrole sont nécessaires aux Etats-Unis pour produire un dollar de PIB ,7,4 kg
Quelle a été l'évolution de la consommation énergétique chinoise dans les années 2000,a très fortement augmenté
Quand est-ce qu'on préfère la division onciale ,À la fin de l'Antiquité et surtout pendant le Moyen Âge
Qu'est-ce qui engendra le pouce ,division du pied en 12 parts égales
Quels sont les deux types des pieds du Moyen Âge ,soit des pieds de l'Antiquité conservés, soit des déductions nouvelles
En combien de parts le pied est divisé ,12 parts
Où est-ce que le pied fut l'étalon des unités ,Dans pratiquement tous les pays
C'est quoi la Gesta Danorum ,épopée
En quelle langue a été originellement écrite la Geste des Danois ,latin
Qui dirigeait le Danemark en 1200 ,Absalon
Qui dirigeait le Danemark en 1200 ,Absalon
Qui dirigeait le Danemark en 1200 ,Absalon
Par quoi Grammaticus a-t-il été influencé pour rédiger son oeuvre ,mythes pré-chrétiens
Quel type de texte est la Geste des Danois ,texte evhémériste
Quel type de texte est la Geste des Danois ,texte evhémériste
Quel type de texte est la Geste des Danois ,evhémériste
Pour qui étaient écrits les poèmes scaldiques ,roi
Pour qui étaient écrits les poèmes scaldiques ,roi
De quand datent les plus anciennes sources sur la mythologie nordique ,IXe siècle
De quand datent les plus anciennes sources sur la mythologie nordique ,IXe siècle
Quelle est la nature du texte Eiríksmal ,poèmes scaldiques
Que peut-on apprendre des poèmes scaldiques ,croyance religieuse
Où sont conservés les poèmes scaldiques ,dans les textes de Snorri
Où sont conservés les poèmes scaldiques ,dans les textes de Snorri ou dans certaines sagas
Où sont conservés les poèmes scaldiques ,Edda de Snorri
Qui est Jean-François de la Pérouse ,Louis XVI mandate
Quels sont les passions de Jean-François de La Pérouse,géographie et de science maritime
